age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed
45;technician;single;professional.course;no;yes;yes;cellular;mar;thu;2;999;0;nonexistent;-1.8;92.843;-50.0;1.538;5099.1
43;admin.;married;university.degree;no;yes;yes;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
34;services;divorced;high.school;no;yes;yes;cellular;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1
30;admin.;single;university.degree;no;yes;no;cellular;aug;fri;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
46;services;married;high.school;no;yes;yes;cellular;jul;wed;10;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
42;technician;divorced;high.school;unknown;yes;no;cellular;aug;thu;7;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
29;admin.;married;university.degree;no;yes;no;cellular;dec;mon;2;999;1;failure;-3.0;92.713;-33.0;0.709;5023.5
46;unemployed;single;university.degree;no;no;no;cellular;mar;tue;1;10;2;success;-1.8;93.369;-34.8;0.646;5008.7
34;technician;married;university.degree;no;no;no;telephone;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
47;services;divorced;high.school;no;yes;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
35;admin.;married;high.school;no;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
35;services;divorced;university.degree;no;yes;no;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
26;student;single;university.degree;no;no;yes;cellular;aug;fri;1;999;0;nonexistent;-2.9;92.201;-31.4;0.825;5076.2
36;management;single;university.degree;no;no;no;telephone;mar;wed;1;999;0;nonexistent;-1.8;93.369;-34.8;0.655;5008.7
49;unemployed;married;high.school;no;no;no;cellular;sep;wed;1;999;0;nonexistent;-3.4;92.379;-29.8;0.768;5017.5
18;student;single;basic.9y;no;yes;no;cellular;aug;tue;1;999;0;nonexistent;-2.9;92.201;-31.4;0.884;5076.2
24;admin.;single;university.degree;no;no;no;cellular;sep;thu;1;999;1;failure;-1.1;94.199;-37.5;0.879;4963.6
45;technician;married;high.school;no;yes;no;cellular;apr;mon;2;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1
46;services;married;high.school;unknown;no;no;cellular;may;wed;1;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1
44;services;married;high.school;no;yes;no;cellular;may;mon;3;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1
24;services;single;high.school;no;no;no;telephone;jun;fri;8;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1
51;technician;married;professional.course;no;yes;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1
32;technician;single;university.degree;no;no;no;cellular;oct;tue;1;999;1;failure;-3.4;92.431;-26.9;0.728;5017.5
34;technician;married;professional.course;no;no;no;cellular;aug;mon;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
29;admin.;single;high.school;no;yes;yes;cellular;mar;mon;1;999;0;nonexistent;-1.8;93.369;-34.8;0.646;5008.7
33;self-employed;single;basic.4y;no;no;no;cellular;nov;wed;1;999;1;failure;-0.1;93.2;-42.0;4.12;5195.8
41;admin.;divorced;high.school;no;no;no;telephone;apr;thu;2;999;0;nonexistent;-1.8;93.749;-34.6;0.635;5008.7
42;management;married;university.degree;unknown;yes;no;cellular;aug;thu;5;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1
42;services;married;professional.course;no;yes;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
51;blue-collar;married;basic.9y;unknown;yes;no;cellular;apr;mon;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
34;technician;single;university.degree;no;yes;no;cellular;mar;thu;2;999;0;nonexistent;-1.8;93.369;-34.8;0.654;5008.7
41;management;married;unknown;unknown;no;yes;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
40;management;married;university.degree;no;yes;no;cellular;apr;mon;2;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1
35;admin.;single;high.school;no;yes;yes;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1
29;blue-collar;single;basic.9y;no;yes;no;cellular;may;tue;1;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1
30;unemployed;single;high.school;no;yes;no;cellular;sep;tue;1;999;1;failure;-3.4;92.379;-29.8;0.75;5017.5
49;admin.;divorced;university.degree;no;no;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
34;technician;married;professional.course;no;yes;yes;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
47;admin.;single;unknown;unknown;no;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
32;technician;married;university.degree;no;yes;no;cellular;nov;mon;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8
54;technician;married;high.school;no;no;no;telephone;jun;mon;5;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1
38;blue-collar;single;basic.9y;no;yes;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
38;services;married;high.school;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
30;services;single;high.school;no;no;no;cellular;jul;wed;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
54;admin.;married;unknown;no;yes;no;cellular;sep;tue;1;999;0;nonexistent;-3.4;92.379;-29.8;0.819;5017.5
36;services;single;basic.9y;no;yes;no;cellular;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1
53;management;married;university.degree;no;yes;no;cellular;aug;tue;3;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1
38;blue-collar;married;high.school;unknown;yes;no;cellular;may;wed;2;7;1;success;-1.8;92.893;-46.2;1.334;5099.1
45;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
23;student;single;high.school;no;no;no;cellular;jul;mon;3;999;0;nonexistent;-2.9;92.469;-33.6;1.048;5076.2
50;blue-collar;married;basic.9y;no;yes;no;cellular;apr;mon;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
38;blue-collar;single;high.school;no;yes;no;cellular;mar;wed;1;13;2;failure;-1.8;93.369;-34.8;0.655;5008.7
58;admin.;married;university.degree;no;yes;no;cellular;may;mon;3;999;1;failure;-1.8;92.893;-46.2;1.244;5099.1
53;blue-collar;married;high.school;unknown;yes;no;cellular;apr;mon;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
38;admin.;single;high.school;no;yes;no;cellular;sep;fri;1;999;1;failure;-3.4;92.379;-29.8;0.773;5017.5
35;blue-collar;married;high.school;no;no;no;cellular;nov;mon;2;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8
31;blue-collar;single;high.school;no;yes;no;cellular;jul;tue;4;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
38;admin.;single;university.degree;no;no;yes;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
47;technician;married;professional.course;no;yes;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1
38;blue-collar;married;basic.4y;no;no;no;cellular;may;wed;1;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1
52;blue-collar;married;basic.4y;no;yes;no;cellular;apr;wed;5;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
34;admin.;married;university.degree;no;yes;no;cellular;may;fri;3;8;3;failure;-1.8;93.876;-40.0;0.695;5008.7
46;admin.;married;high.school;no;no;no;cellular;apr;mon;3;999;0;nonexistent;-1.8;93.749;-34.6;0.645;5008.7
53;technician;divorced;high.school;no;yes;no;cellular;jul;tue;4;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
49;management;married;basic.4y;no;yes;no;telephone;may;thu;3;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
48;services;married;high.school;no;no;no;cellular;may;mon;3;999;2;failure;-1.8;92.893;-46.2;1.264;5099.1
36;admin.;married;high.school;no;no;no;telephone;may;thu;3;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
35;admin.;divorced;university.degree;no;yes;no;telephone;jun;wed;2;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1
52;admin.;married;unknown;no;no;no;cellular;apr;wed;2;999;0;nonexistent;-1.8;93.749;-34.6;0.654;5008.7
59;unknown;married;unknown;unknown;no;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
57;management;married;basic.4y;unknown;no;yes;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
31;services;married;high.school;no;no;no;telephone;nov;fri;2;3;2;success;-3.4;92.649;-30.1;0.714;5017.5
44;admin.;married;university.degree;no;yes;no;cellular;aug;thu;2;999;0;nonexistent;-2.9;92.201;-31.4;0.883;5076.2
31;admin.;single;high.school;no;no;no;cellular;jun;wed;3;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2
38;admin.;married;high.school;no;yes;no;telephone;oct;fri;1;999;0;nonexistent;-0.1;93.798;-40.4;4.918;5195.8
55;management;married;university.degree;no;no;yes;cellular;jul;wed;2;3;1;success;-2.9;92.469;-33.6;1.085;5076.2
52;management;married;university.degree;no;yes;yes;cellular;nov;mon;3;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8
38;technician;married;professional.course;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
57;admin.;married;university.degree;unknown;yes;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1
38;technician;divorced;professional.course;no;yes;no;telephone;may;thu;4;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
34;blue-collar;married;basic.9y;no;no;no;telephone;may;thu;4;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
46;admin.;married;university.degree;unknown;no;no;cellular;aug;mon;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
35;technician;single;university.degree;no;no;yes;cellular;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
41;blue-collar;married;basic.9y;no;no;no;telephone;jun;fri;1;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1
44;entrepreneur;single;professional.course;no;no;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.354;5099.1
51;blue-collar;married;basic.4y;no;unknown;unknown;telephone;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
32;admin.;single;university.degree;no;yes;no;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.27;5099.1
33;unknown;married;unknown;unknown;yes;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1
38;technician;married;professional.course;no;no;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1
41;unemployed;married;university.degree;unknown;no;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
32;blue-collar;divorced;basic.9y;no;yes;no;telephone;nov;thu;2;999;0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8
53;blue-collar;single;unknown;no;yes;no;cellular;may;wed;4;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1
65;retired;married;basic.4y;no;yes;yes;cellular;oct;mon;1;3;1;success;-1.1;94.601;-49.5;0.977;4963.6
